0000010100100 //data 0: 10.25
0000010100001 //data 1: 10.0625
0000001100110 //data 2: 6.375
0000001101001 //data 3: 6.5625
0000001100101 //data 4: 6.3125
0000001010100 //data 5: 5.25
0000001001111 //data 6: 4.9375
0000001100001 //data 7: 6.0625
0000001100011 //data 8: 6.1875
0000001100011 //data 9: 6.1875
0000001101100 //data 10: 6.75
0000001100100 //data 11: 6.25
0000001011001 //data 12: 5.5625
0000001110101 //data 13: 7.3125
0000010010100 //data 14: 9.25
0000010000111 //data 15: 8.4375
0000001011011 //data 16: 5.6875
0000000000110 //data 17: 0.375
0000000000000 //data 18: 0.0
0000001000001 //data 19: 4.0625
0000100101111 //data 20: 18.9375
0001101010000 //data 21: 53.0
0000110101101 //data 22: 26.8125
0000000000000 //data 23: 0.0
0000000000000 //data 24: 0.0
0000001110001 //data 25: 7.0625
0001011011010 //data 26: 45.625
0000111110001 //data 27: 31.0625
0000000000000 //data 28: 0.0
0000000000000 //data 29: 0.0
0000010011010 //data 30: 9.625
0000100111011 //data 31: 19.6875
0000001000101 //data 32: 4.3125
0000000000000 //data 33: 0.0
0000001001100 //data 34: 4.75
0000001100110 //data 35: 6.375
0000000111111 //data 36: 3.9375
0000000100101 //data 37: 2.3125
0000000110101 //data 38: 3.3125
0000000110000 //data 39: 3.0
0000000101001 //data 40: 2.5625
0000000101000 //data 41: 2.5
0000000111000 //data 42: 3.5
0000001001010 //data 43: 4.625
0000001001100 //data 44: 4.75
0000001000101 //data 45: 4.3125
0000000111110 //data 46: 3.875
0000000111100 //data 47: 3.75
0000001001010 //data 48: 4.625
0000001001001 //data 49: 4.5625
0000001001100 //data 50: 4.75
0000001000111 //data 51: 4.4375
0000001000001 //data 52: 4.0625
0000001001101 //data 53: 4.8125
0000001001011 //data 54: 4.6875
0000001000110 //data 55: 4.375
0000001000101 //data 56: 4.3125
0000001000011 //data 57: 4.1875
0000001011100 //data 58: 5.75
0000001110100 //data 59: 7.25
0000001011000 //data 60: 5.5
0000001001101 //data 61: 4.8125
0000010101010 //data 62: 10.625
0000011001111 //data 63: 12.9375
0000010001110 //data 64: 8.875
0000010101011 //data 65: 10.6875
0000001101000 //data 66: 6.5
0000001110010 //data 67: 7.125
0000001100100 //data 68: 6.25
0000001010100 //data 69: 5.25
0000001010001 //data 70: 5.0625
0000001100011 //data 71: 6.1875
0000001110001 //data 72: 7.0625
0000001110000 //data 73: 7.0
0000010000000 //data 74: 8.0
0000001010111 //data 75: 5.4375
0000000110111 //data 76: 3.4375
0000000011011 //data 77: 1.6875
0000001000011 //data 78: 4.1875
0000010101010 //data 79: 10.625
0000011010001 //data 80: 13.0625
0000010100010 //data 81: 10.125
0000000001000 //data 82: 0.5
0000000000000 //data 83: 0.0
0000110101100 //data 84: 26.75
0001010010100 //data 85: 41.25
0001010000110 //data 86: 40.375
0000011111111 //data 87: 15.9375
0000000000000 //data 88: 0.0
0000010001001 //data 89: 8.5625
0001000001000 //data 90: 32.5
0001001110001 //data 91: 39.0625
0000101101001 //data 92: 22.5625
0000000000000 //data 93: 0.0
0000000000010 //data 94: 0.125
0000111101110 //data 95: 30.875
0000011001100 //data 96: 12.75
0000000000000 //data 97: 0.0
0000000000101 //data 98: 0.3125
0000011000010 //data 99: 12.125
0000001111111 //data 100: 7.9375
0000000000000 //data 101: 0.0
0000000011101 //data 102: 1.8125
0000000101110 //data 103: 2.875
0000000101001 //data 104: 2.5625
0000000110011 //data 105: 3.1875
0000001000011 //data 106: 4.1875
0000001000110 //data 107: 4.375
0000001000010 //data 108: 4.125
0000001000101 //data 109: 4.3125
0000001000011 //data 110: 4.1875
0000001000000 //data 111: 4.0
0000001000001 //data 112: 4.0625
0000001001011 //data 113: 4.6875
0000001010001 //data 114: 5.0625
0000001010010 //data 115: 5.125
0000001001010 //data 116: 4.625
0000001000100 //data 117: 4.25
0000001010000 //data 118: 5.0
0000001001110 //data 119: 4.875
0000001000110 //data 120: 4.375
0000001001100 //data 121: 4.75
0000001010111 //data 122: 5.4375
0000001010111 //data 123: 5.4375
0000001011111 //data 124: 5.9375
0000001100111 //data 125: 6.4375
0000011100101 //data 126: 14.3125
0000011001101 //data 127: 12.8125
0000010001111 //data 128: 8.9375
0000001101001 //data 129: 6.5625
0000001001001 //data 130: 4.5625
0000001101001 //data 131: 6.5625
0000001100001 //data 132: 6.0625
0000001010101 //data 133: 5.3125
0000001011000 //data 134: 5.5
0000001010101 //data 135: 5.3125
0000001100001 //data 136: 6.0625
0000010010100 //data 137: 9.25
0000010001111 //data 138: 8.9375
0000001110010 //data 139: 7.125
0000000010101 //data 140: 1.3125
0000000000000 //data 141: 0.0
0000000000000 //data 142: 0.0
0000001001001 //data 143: 4.5625
0000110101001 //data 144: 26.5625
0001000111010 //data 145: 35.625
0000111000100 //data 146: 28.25
0000010110110 //data 147: 11.375
0000001010101 //data 148: 5.3125
0000111010001 //data 149: 29.0625
0000110111101 //data 150: 27.8125
0000110011010 //data 151: 25.625
0000101000101 //data 152: 20.3125
0000010101000 //data 153: 10.5
0000101001111 //data 154: 20.9375
0000101101111 //data 155: 22.9375
0000111001111 //data 156: 28.9375
0000101001100 //data 157: 20.75
0000000000000 //data 158: 0.0
0000100010010 //data 159: 17.125
0000111101101 //data 160: 30.8125
0000000000111 //data 161: 0.4375
0000000000000 //data 162: 0.0
0000011111010 //data 163: 15.625
0000011100001 //data 164: 14.0625
0000000000000 //data 165: 0.0
0000000000000 //data 166: 0.0
0000000110001 //data 167: 3.0625
0000000101010 //data 168: 2.625
0000000111000 //data 169: 3.5
0000001010000 //data 170: 5.0
0000001000110 //data 171: 4.375
0000000111011 //data 172: 3.6875
0000001000110 //data 173: 4.375
0000001001110 //data 174: 4.875
0000001000010 //data 175: 4.125
0000001000101 //data 176: 4.3125
0000001000010 //data 177: 4.125
0000001000110 //data 178: 4.375
0000001100000 //data 179: 6.0
0000001100011 //data 180: 6.1875
0000001010001 //data 181: 5.0625
0000001000101 //data 182: 4.3125
0000001010100 //data 183: 5.25
0000001010101 //data 184: 5.3125
0000001001111 //data 185: 4.9375
0000001010011 //data 186: 5.1875
0000001010000 //data 187: 5.0
0000001001110 //data 188: 4.875
0000001101110 //data 189: 6.875
0000010111101 //data 190: 11.8125
0000011000011 //data 191: 12.1875
0000010011101 //data 192: 9.8125
0000001101001 //data 193: 6.5625
0000000101110 //data 194: 2.875
0000001010011 //data 195: 5.1875
0000001100011 //data 196: 6.1875
0000001011111 //data 197: 5.9375
0000001011001 //data 198: 5.5625
0000000110101 //data 199: 3.3125
0000000001001 //data 200: 0.5625
0000000100001 //data 201: 2.0625
0000001111111 //data 202: 7.9375
0000010111111 //data 203: 11.9375
0000101011001 //data 204: 21.5625
0000100010011 //data 205: 17.1875
0000010101111 //data 206: 10.9375
0000010000110 //data 207: 8.375
0000100011000 //data 208: 17.5
0001001001000 //data 209: 36.5
0000111111000 //data 210: 31.5
0000101011101 //data 211: 21.8125
0000100111010 //data 212: 19.625
0000100001111 //data 213: 16.9375
0000101001010 //data 214: 20.625
0000101110001 //data 215: 23.0625
0000101111100 //data 216: 23.75
0000101101001 //data 217: 22.5625
